riesgo_seguro,perdidas_normalizadas,marca,tipo_combustible,aspiracion,numero_puertas,estilo_carroceria,traccion,ubicacion_motor,distancia_ejes,largo,ancho,alto,peso_vacio,tipo_motor,numero_cilindros,tamano_motor,sistema_combustible,diametro_cilindro,carrera_piston,relacion_compresion,caballos_fuerza,rpm_maximas,consumo_ciudad_mpg,consumo_autopista_mpg,precio,largo_norm,ancho_norm,alto_norm,caballos_fuerza_std,consumo_ciudad_L100km,consumo_autopista_L100km,caballos_fuerza_binned,precio_segmento,rango_precio_Bajo,rango_precio_Medio,rango_precio_Alto,tipo_diesel,tipo_nafta,carroceria_convertible,carroceria_hardtop,carroceria_hatchback,carroceria_sedan,carroceria_wagon,traccion_4wd,traccion_fwd,traccion_rwd,motor_ubicacion_front,motor_ubicacion_rear,prediccion_final
-1,93.0,mercedes-benz,diesel,turbo,4.0,wagon,rwd,front,110.0,190.9,70.3,58.7,3750,ohc,5,183,idi,3.58,3.64,21.5,123,4350.0,22,25,28248.0,0.9173474291206152,0.9763888888888889,0.9816053511705687,0.5244660533853207,10.681818181818182,9.4,Medio,Medio,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,23089.851583945758
0,93.0,mercedes-benz,diesel,turbo,2.0,hardtop,rwd,front,106.7,187.5,70.3,54.9,3495,ohc,5,183,idi,3.58,3.64,21.5,123,4350.0,22,25,28176.0,0.9010091302258529,0.9763888888888889,0.9180602006688964,0.5244660533853207,10.681818181818182,9.4,Medio,Medio,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,22249.153036109466
-1,93.0,mercedes-benz,diesel,turbo,4.0,sedan,rwd,front,115.6,202.6,71.7,56.3,3770,ohc,5,183,idi,3.58,3.64,21.5,123,4350.0,22,25,31600.0,0.9735703988467083,0.9958333333333333,0.9414715719063546,0.5244660533853207,10.681818181818182,9.4,Medio,Medio,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,23155.788724952527
-1,122.0,mercedes-benz,gas,std,4.0,sedan,rwd,front,115.6,202.6,71.7,56.5,3740,ohcv,8,234,mpfi,3.46,3.1,8.3,155,4750.0,16,18,34184.0,0.9735703988467083,0.9958333333333333,0.9448160535117057,1.3808675906725467,14.6875,13.055555555555555,Medio,Alto,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,30689.150988734476
3,142.0,mercedes-benz,gas,std,2.0,convertible,rwd,front,96.6,180.3,70.5,50.8,3685,ohcv,8,234,mpfi,3.46,3.1,8.3,155,4750.0,16,18,35056.0,0.8664103796251803,0.9791666666666666,0.8494983277591973,1.3808675906725467,14.6875,13.055555555555555,Medio,Alto,False,False,True,False,True,True,False,False,False,False,False,False,True,True,False,30507.82385096586
0,122.0,mercedes-benz,gas,std,4.0,sedan,rwd,front,120.9,208.1,71.7,56.7,3900,ohcv,8,308,mpfi,3.8,3.35,8.0,184,4500.0,14,16,40960.0,1.0,0.9958333333333333,0.948160535117057,2.1569814838390955,16.785714285714285,14.6875,Medio,Alto,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,39779.11117118134
1,122.0,mercedes-benz,gas,std,2.0,hardtop,rwd,front,112.0,199.2,72.0,55.4,3715,ohcv,8,304,mpfi,3.8,3.35,8.0,184,4500.0,14,16,45400.0,0.9572320999519461,1.0,0.9264214046822743,2.1569814838390955,16.785714285714285,14.6875,Medio,Alto,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,38801.3654726128
1,122.0,mercury,gas,turbo,2.0,hatchback,rwd,front,102.7,178.4,68.0,54.8,2910,ohc,4,140,mpfi,3.78,3.12,8.0,175,5000.0,19,24,16503.0,0.857280153772225,0.9444444444444444,0.9163879598662207,1.9161185514770631,12.368421052631579,9.791666666666666,Medio,Bajo,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,18286.419839550526
2,161.0,mitsubishi,gas,std,2.0,hatchback,fwd,front,93.7,157.3,64.4,50.8,1918,ohc,4,92,2bbl,2.97,3.23,9.4,68,5500.0,37,41,5389.0,0.7558865929841423,0.8944444444444445,0.8494983277591973,-0.947474088827099,6.351351351351352,5.7317073170731705,Bajo,Bajo,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,5140.129409137906
2,161.0,mitsubishi,gas,std,2.0,hatchback,fwd,front,93.7,157.3,64.4,50.8,1944,ohc,4,92,2bbl,2.97,3.23,9.4,68,5500.0,31,38,6189.0,0.7558865929841423,0.8944444444444445,0.8494983277591973,-0.947474088827099,7.580645161290323,6.184210526315789,Bajo,Bajo,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,5955.233695951705
2,161.0,mitsubishi,gas,std,2.0,hatchback,fwd,front,93.7,157.3,64.4,50.8,2004,ohc,4,92,2bbl,2.97,3.23,9.4,68,5500.0,31,38,6669.0,0.7558865929841423,0.8944444444444445,0.8494983277591973,-0.947474088827099,7.580645161290323,6.184210526315789,Bajo,Bajo,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,6153.045118972012
1,161.0,mitsubishi,gas,turbo,2.0,hatchback,fwd,front,93.0,157.3,63.8,50.8,2145,ohc,4,98,spdi,3.03,3.39,7.6,102,5500.0,24,30,7689.0,0.7558865929841423,0.8861111111111111,0.8494983277591973,-0.03754745545942139,9.791666666666666,7.833333333333333,Bajo,Bajo,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,9082.634904840557
3,153.0,mitsubishi,gas,turbo,2.0,hatchback,fwd,front,96.3,173.0,65.4,49.4,2370,ohc,4,110,spdi,3.17,3.46,7.5,116,5500.0,23,30,9959.0,0.8313310908217203,0.9083333333333334,0.8260869565217391,0.33712821710374,10.217391304347826,7.833333333333333,Bajo,Bajo,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,11428.023596987237
3,153.0,mitsubishi,gas,std,2.0,hatchback,fwd,front,96.3,173.0,65.4,49.4,2328,ohc,4,122,2bbl,3.35,3.46,8.5,88,5000.0,25,32,8499.0,0.8313310908217203,0.9083333333333334,0.8260869565217391,-0.41222312802258276,9.4,7.34375,Bajo,Bajo,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,11413.016055796837
3,122.0,mitsubishi,gas,turbo,2.0,hatchback,fwd,front,95.9,173.2,66.3,50.2,2833,ohc,4,156,spdi,3.58,3.86,7.0,145,5000.0,19,24,12629.0,0.8322921672272945,0.9208333333333333,0.8394648829431439,1.1132421102702885,12.368421052631579,9.791666666666666,Medio,Bajo,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,18973.478845586014
3,122.0,mitsubishi,gas,turbo,2.0,hatchback,fwd,front,95.9,173.2,66.3,50.2,2921,ohc,4,156,spdi,3.59,3.86,7.0,145,5000.0,19,24,14869.0,0.8322921672272945,0.9208333333333333,0.8394648829431439,1.1132421102702885,12.368421052631579,9.791666666666666,Medio,Bajo,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,19263.602266015794
3,122.0,mitsubishi,gas,turbo,2.0,hatchback,fwd,front,95.9,173.2,66.3,50.2,2926,ohc,4,156,spdi,3.59,3.86,7.0,145,5000.0,19,24,14489.0,0.8322921672272945,0.9208333333333333,0.8394648829431439,1.1132421102702885,12.368421052631579,9.791666666666666,Medio,Bajo,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,19280.086551267483
1,125.0,mitsubishi,gas,std,4.0,sedan,fwd,front,96.3,172.4,65.4,51.6,2365,ohc,4,122,2bbl,3.35,3.46,8.5,88,5000.0,25,32,6989.0,0.8284478616049976,0.9083333333333334,0.8628762541806021,-0.41222312802258276,9.4,7.34375,Bajo,Bajo,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,11534.999766659359
1,125.0,mitsubishi,gas,std,4.0,sedan,fwd,front,96.3,172.4,65.4,51.6,2405,ohc,4,122,2bbl,3.35,3.46,8.5,88,5000.0,25,32,8189.0,0.8284478616049976,0.9083333333333334,0.8628762541806021,-0.41222312802258276,9.4,7.34375,Bajo,Bajo,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,11666.874048672897
1,125.0,mitsubishi,gas,turbo,4.0,sedan,fwd,front,96.3,172.4,65.4,51.6,2403,ohc,4,110,spdi,3.17,3.46,7.5,116,5500.0,23,30,9279.0,0.8284478616049976,0.9083333333333334,0.8628762541806021,0.33712821710374,10.217391304347826,7.833333333333333,Bajo,Bajo,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,11536.819879648403
-1,137.0,mitsubishi,gas,std,4.0,sedan,fwd,front,96.3,172.4,65.4,51.6,2403,ohc,4,110,spdi,3.17,3.46,7.5,116,5500.0,23,30,9279.0,0.8284478616049976,0.9083333333333334,0.8628762541806021,0.33712821710374,10.217391304347826,7.833333333333333,Bajo,Bajo,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,11536.819879648403
1,128.0,nissan,gas,std,2.0,sedan,fwd,front,94.5,165.3,63.8,54.5,1889,ohc,4,97,2bbl,3.15,3.29,9.4,69,5200.0,31,37,5499.0,0.794329649207112,0.8861111111111111,0.911371237458194,-0.9207115407868732,7.580645161290323,6.351351351351352,Bajo,Bajo,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,6251.3702077734415
1,128.0,nissan,diesel,std,2.0,sedan,fwd,front,94.5,165.3,63.8,54.5,2017,ohc,4,103,idi,2.99,3.47,21.9,55,4800.0,45,50,7099.0,0.794329649207112,0.8861111111111111,0.911371237458194,-1.2953872133500346,5.222222222222222,4.7,Bajo,Bajo,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,5578.252001942397
1,128.0,nissan,gas,std,2.0,sedan,fwd,front,94.5,165.3,63.8,54.5,1918,ohc,4,97,2bbl,3.15,3.29,9.4,69,5200.0,31,37,6649.0,0.794329649207112,0.8861111111111111,0.911371237458194,-0.9207115407868732,7.580645161290323,6.351351351351352,Bajo,Bajo,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,6346.979062233255
1,122.0,nissan,gas,std,4.0,sedan,fwd,front,94.5,165.3,63.8,54.5,1938,ohc,4,97,2bbl,3.15,3.29,9.4,69,5200.0,31,37,6849.0,0.794329649207112,0.8861111111111111,0.911371237458194,-0.9207115407868732,7.580645161290323,6.351351351351352,Bajo,Bajo,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,6412.91620324002
1,103.0,nissan,gas,std,4.0,wagon,fwd,front,94.5,170.2,63.8,53.5,2024,ohc,4,97,2bbl,3.15,3.29,9.4,69,5200.0,31,37,7349.0,0.8178760211436809,0.8861111111111111,0.8946488294314382,-0.9207115407868732,7.580645161290323,6.351351351351352,Bajo,Bajo,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,6696.445909569124
1,128.0,nissan,gas,std,2.0,sedan,fwd,front,94.5,165.3,63.8,54.5,1951,ohc,4,97,2bbl,3.15,3.29,9.4,69,5200.0,31,37,7299.0,0.794329649207112,0.8861111111111111,0.911371237458194,-0.9207115407868732,7.580645161290323,6.351351351351352,Bajo,Bajo,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,6455.77534489442
1,128.0,nissan,gas,std,2.0,hatchback,fwd,front,94.5,165.6,63.8,53.3,2028,ohc,4,97,2bbl,3.15,3.29,9.4,69,5200.0,31,37,7799.0,0.7957712638154734,0.8861111111111111,0.8913043478260869,-0.9207115407868732,7.580645161290323,6.351351351351352,Bajo,Bajo,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,6709.633337770476
1,122.0,nissan,gas,std,4.0,sedan,fwd,front,94.5,165.3,63.8,54.5,1971,ohc,4,97,2bbl,3.15,3.29,9.4,69,5200.0,31,37,7499.0,0.794329649207112,0.8861111111111111,0.911371237458194,-0.9207115407868732,7.580645161290323,6.351351351351352,Bajo,Bajo,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,6521.712485901189
1,103.0,nissan,gas,std,4.0,wagon,fwd,front,94.5,170.2,63.8,53.5,2037,ohc,4,97,2bbl,3.15,3.29,9.4,69,5200.0,31,37,7999.0,0.8178760211436809,0.8861111111111111,0.8946488294314382,-0.9207115407868732,7.580645161290323,6.351351351351352,Bajo,Bajo,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,6739.30505122352
2,168.0,nissan,gas,std,2.0,hardtop,fwd,front,95.1,162.4,63.8,53.3,2008,ohc,4,97,2bbl,3.15,3.29,9.4,69,5200.0,31,37,8249.0,0.7803940413262855,0.8861111111111111,0.8913043478260869,-0.9207115407868732,7.580645161290323,6.351351351351352,Bajo,Bajo,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,6643.696196763707
0,106.0,nissan,gas,std,4.0,hatchback,fwd,front,97.2,173.4,65.2,54.7,2324,ohc,4,120,2bbl,3.33,3.47,8.5,97,5200.0,27,34,8949.0,0.8332532436328689,0.9055555555555556,0.9147157190635452,-0.17136019566055047,8.703703703703704,6.911764705882353,Bajo,Bajo,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,10961.89388889119
0,106.0,nissan,gas,std,4.0,sedan,fwd,front,97.2,173.4,65.2,54.7,2302,ohc,4,120,2bbl,3.33,3.47,8.5,97,5200.0,27,34,9549.0,0.8332532436328689,0.9055555555555556,0.9147157190635452,-0.17136019566055047,8.703703703703704,6.911764705882353,Bajo,Bajo,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,10889.36303378375
0,128.0,nissan,gas,std,4.0,sedan,fwd,front,100.4,181.7,66.5,55.1,3095,ohcv,6,181,mpfi,3.43,3.27,9.0,152,5200.0,17,22,13499.0,0.8731379144641999,0.9236111111111112,0.9214046822742475,1.3005799465518693,13.823529411764707,10.681818181818182,Medio,Bajo,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,23123.303302198317
0,108.0,nissan,gas,std,4.0,wagon,fwd,front,100.4,184.6,66.5,56.1,3296,ohcv,6,181,mpfi,3.43,3.27,9.0,152,5200.0,17,22,14399.0,0.8870735223450265,0.9236111111111112,0.9381270903010034,1.3005799465518693,13.823529411764707,10.681818181818182,Medio,Bajo,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,23785.971569316334
0,108.0,nissan,gas,std,4.0,sedan,fwd,front,100.4,184.6,66.5,55.1,3060,ohcv,6,181,mpfi,3.43,3.27,9.0,152,5200.0,19,25,13499.0,0.8870735223450265,0.9236111111111112,0.9214046822742475,1.3005799465518693,12.368421052631579,9.4,Medio,Bajo,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,22144.543082505374
3,194.0,nissan,gas,std,2.0,hatchback,rwd,front,91.3,170.7,67.9,49.7,3071,ohcv,6,181,mpfi,3.43,3.27,9.0,160,5200.0,19,25,17199.0,0.8202787121576165,0.9430555555555556,0.831103678929766,1.5146803308736758,12.368421052631579,9.4,Medio,Bajo,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,22322.246264222358
3,194.0,nissan,gas,turbo,2.0,hatchback,rwd,front,91.3,170.7,67.9,49.7,3139,ohcv,6,181,mpfi,3.43,3.27,7.8,200,5200.0,17,23,19699.0,0.8202787121576165,0.9430555555555556,0.831103678929766,2.5851822524827086,13.823529411764707,10.217391304347826,Alto,Medio,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,24116.991537392805
1,231.0,nissan,gas,std,2.0,hatchback,rwd,front,99.2,178.5,67.9,49.7,3139,ohcv,6,181,mpfi,3.43,3.27,9.0,160,5200.0,19,25,18399.0,0.857760691975012,0.9430555555555556,0.831103678929766,1.5146803308736758,12.368421052631579,9.4,Medio,Bajo,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,22546.43254364537
0,161.0,peugot,gas,std,4.0,sedan,rwd,front,107.9,186.7,68.4,56.7,3020,l,4,120,mpfi,3.46,3.19,8.4,97,5000.0,19,24,11900.0,0.897164824603556,0.9500000000000001,0.948160535117057,-0.17136019566055047,12.368421052631579,9.791666666666666,Bajo,Bajo,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,15430.920290716156
0,161.0,peugot,diesel,turbo,4.0,sedan,rwd,front,107.9,186.7,68.4,56.7,3197,l,4,152,idi,3.7,3.52,21.0,95,4150.0,28,33,13200.0,0.897164824603556,0.9500000000000001,0.948160535117057,-0.22488529174100208,8.392857142857142,7.121212121212121,Bajo,Bajo,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False,16562.870916481774
0,122.0,peugot,gas,std,4.0,wagon,rwd,front,114.2,198.9,68.4,58.7,3230,l,4,120,mpfi,3.46,3.19,8.4,97,5000.0,19,24,12440.0,0.9557904853435849,0.9500000000000001,0.9816053511705687,-0.17136019566055047,12.368421052631579,9.791666666666666,Bajo,Bajo,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,16123.260271287214
0,122.0,peugot,diesel,turbo,4.0,wagon,rwd,front,114.2,198.9,68.4,58.7,3430,l,4,152,idi,3.7,3.52,21.0,95,4150.0,25,25,13860.0,0.9557904853435849,0.9500000000000001,0.9816053511705687,-0.22488529174100208,9.4,9.4,Bajo,Bajo,True,False,False,True,False,False,False,False,False,True,False,False,True,True,False,17928.614142082217
0,161.0,peugot,gas,std,4.0,sedan,rwd,front,107.9,186.7,68.4,56.7,3075,l,4,120,mpfi,3.46,2.19,8.4,95,5000.0,19,24,15580.0,0.897164824603556,0.9500000000000001,0.948160535117057,-0.22488529174100208,12.368421052631579,9.791666666666666,Bajo,Bajo,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,15576.887989943945
0,161.0,peugot,diesel,turbo,4.0,sedan,rwd,front,107.9,186.7,68.4,56.7,3252,l,4,152,idi,3.7,3.52,21.0,95,4150.0,28,33,16900.0,0.897164824603556,0.9500000000000001,0.948160535117057,-0.22488529174100208,8.392857142857142,7.121212121212121,Bajo,Bajo,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False,16744.198054250384
0,122.0,peugot,gas,std,4.0,wagon,rwd,front,114.2,198.9,68.4,56.7,3285,l,4,120,mpfi,3.46,2.19,8.4,95,5000.0,19,24,16695.0,0.9557904853435849,0.9500000000000001,0.948160535117057,-0.22488529174100208,12.368421052631579,9.791666666666666,Bajo,Bajo,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,16269.22797051501
0,122.0,peugot,diesel,turbo,4.0,wagon,rwd,front,114.2,198.9,68.4,58.7,3485,l,4,152,idi,3.7,3.52,21.0,95,4150.0,25,25,17075.0,0.9557904853435849,0.9500000000000001,0.9816053511705687,-0.22488529174100208,9.4,9.4,Bajo,Bajo,True,False,False,True,False,False,False,False,False,True,False,False,True,True,False,18109.941279850827
0,161.0,peugot,gas,std,4.0,sedan,rwd,front,107.9,186.7,68.4,56.7,3075,l,4,120,mpfi,3.46,3.19,8.4,97,5000.0,19,24,16630.0,0.897164824603556,0.9500000000000001,0.948160535117057,-0.17136019566055047,12.368421052631579,9.791666666666666,Bajo,Bajo,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,15612.247428484767
0,161.0,peugot,diesel,turbo,4.0,sedan,rwd,front,107.9,186.7,68.4,56.7,3252,l,4,152,idi,3.7,3.52,21.0,95,4150.0,28,33,17950.0,0.897164824603556,0.9500000000000001,0.948160535117057,-0.22488529174100208,8.392857142857142,7.121212121212121,Bajo,Bajo,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False,16744.198054250384
0,161.0,peugot,gas,turbo,4.0,sedan,rwd,front,108.0,186.7,68.3,56.0,3130,l,4,134,mpfi,3.61,3.21,7.0,142,5600.0,18,24,18150.0,0.897164824603556,0.9486111111111111,0.9364548494983278,1.0329544661496113,13.055555555555555,9.791666666666666,Medio,Bajo,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,18284.259543590593
1,119.0,plymouth,gas,std,2.0,hatchback,fwd,front,93.7,157.3,63.8,50.8,1918,ohc,4,90,2bbl,2.97,3.23,9.4,68,5500.0,37,41,5572.0,0.7558865929841423,0.8861111111111111,0.8494983277591973,-0.947474088827099,6.351351351351352,5.7317073170731705,Bajo,Bajo,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,4956.215837009931
1,119.0,plymouth,gas,turbo,2.0,hatchback,fwd,front,93.7,157.3,63.8,50.8,2128,ohc,4,98,spdi,3.03,3.39,7.6,102,5500.0,24,30,7957.0,0.7558865929841423,0.8861111111111111,0.8494983277591973,-0.03754745545942139,9.791666666666666,7.833333333333333,Bajo,Bajo,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,9026.588334984805
1,154.0,plymouth,gas,std,4.0,hatchback,fwd,front,93.7,157.3,63.8,50.6,1967,ohc,4,90,2bbl,2.97,3.23,9.4,68,5500.0,31,38,6229.0,0.7558865929841423,0.8861111111111111,0.8461538461538463,-0.947474088827099,7.580645161290323,6.184210526315789,Bajo,Bajo,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,5847.1478359815155
1,154.0,plymouth,gas,std,4.0,sedan,fwd,front,93.7,167.3,63.8,50.8,1989,ohc,4,90,2bbl,2.97,3.23,9.4,68,5500.0,31,38,6692.0,0.8039404132628545,0.8861111111111111,0.8494983277591973,-0.947474088827099,7.580645161290323,6.184210526315789,Bajo,Bajo,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,5919.6786910889605
1,154.0,plymouth,gas,std,4.0,sedan,fwd,front,93.7,167.3,63.8,50.8,2191,ohc,4,98,2bbl,2.97,3.23,9.4,68,5500.0,31,38,7609.0,0.8039404132628545,0.8861111111111111,0.8494983277591973,-0.947474088827099,7.580645161290323,6.184210526315789,Bajo,Bajo,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,7321.298103769212
-1,74.0,plymouth,gas,std,4.0,wagon,fwd,front,103.3,174.6,64.6,59.8,2535,ohc,4,122,2bbl,3.35,3.46,8.5,88,5000.0,24,30,8921.0,0.8390197020663143,0.8972222222222221,1.0,-0.41222312802258276,9.791666666666666,7.833333333333333,Bajo,Bajo,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,12327.855950222507
3,122.0,plymouth,gas,turbo,2.0,hatchback,rwd,front,95.9,173.2,66.3,50.2,2818,ohc,4,156,spdi,3.59,3.86,7.0,145,5000.0,19,24,12764.0,0.8322921672272945,0.9208333333333333,0.8394648829431439,1.1132421102702885,12.368421052631579,9.791666666666666,Medio,Bajo,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,18924.02598983094
3,186.0,porsche,gas,std,2.0,hatchback,rwd,front,94.5,168.9,68.3,50.2,2778,ohc,4,151,mpfi,3.94,3.11,9.5,143,5500.0,19,27,22018.0,0.8116290245074483,0.9486111111111111,0.8394648829431439,1.059717014189837,12.368421052631579,8.703703703703704,Medio,Medio,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,18297.008338956653
3,122.0,porsche,gas,std,2.0,hardtop,rwd,rear,89.5,168.9,65.0,51.6,2756,ohcf,6,194,mpfi,3.74,2.9,9.5,207,5900.0,17,25,32528.0,0.8116290245074483,0.9027777777777778,0.8628762541806021,2.772520088764289,13.823529411764707,9.4,Alto,Alto,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,24173.4915408379
3,122.0,porsche,gas,std,2.0,hardtop,rwd,rear,89.5,168.9,65.0,51.6,2756,ohcf,6,194,mpfi,3.74,2.9,9.5,207,5900.0,17,25,34028.0,0.8116290245074483,0.9027777777777778,0.8628762541806021,2.772520088764289,13.823529411764707,9.4,Alto,Alto,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,24173.4915408379
3,122.0,porsche,gas,std,2.0,convertible,rwd,rear,89.5,168.9,65.0,51.6,2800,ohcf,6,194,mpfi,3.74,2.9,9.5,207,5900.0,17,25,37028.0,0.8116290245074483,0.9027777777777778,0.8628762541806021,2.772520088764289,13.823529411764707,9.4,Alto,Alto,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,24318.55325105279
0,122.0,renault,gas,std,4.0,wagon,fwd,front,96.1,181.5,66.5,55.2,2579,ohc,4,132,mpfi,3.46,3.9,8.7,104,5125.369458128079,23,31,9295.0,0.8721768380586257,0.9236111111111112,0.9230769230769231,0.01597764062103024,10.217391304347826,7.580645161290323,Bajo,Bajo,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,13927.959382670782
2,122.0,renault,gas,std,2.0,hatchback,fwd,front,96.1,176.8,66.6,50.5,2460,ohc,4,132,mpfi,3.46,3.9,8.7,104,5125.369458128079,23,31,9895.0,0.849591542527631,0.9249999999999999,0.8444816053511706,0.01597764062103024,10.217391304347826,7.580645161290323,Bajo,Bajo,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,13535.633393680513
3,150.0,saab,gas,std,2.0,hatchback,fwd,front,99.1,186.6,66.5,56.1,2658,ohc,4,121,mpfi,3.54,3.07,9.31,110,5250.0,21,28,11850.0,0.8966842864007688,0.9236111111111112,0.9381270903010034,0.17655292886238513,11.19047619047619,8.392857142857142,Bajo,Bajo,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,13860.332423176344
2,104.0,saab,gas,std,4.0,sedan,fwd,front,99.1,186.6,66.5,56.1,2695,ohc,4,121,mpfi,3.54,3.07,9.3,110,5250.0,21,28,12170.0,0.8966842864007688,0.9236111111111112,0.9381270903010034,0.17655292886238513,11.19047619047619,8.392857142857142,Bajo,Bajo,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,13982.316134038865
3,150.0,saab,gas,std,2.0,hatchback,fwd,front,99.1,186.6,66.5,56.1,2707,ohc,4,121,mpfi,2.54,2.07,9.3,110,5250.0,21,28,15040.0,0.8966842864007688,0.9236111111111112,0.9381270903010034,0.17655292886238513,11.19047619047619,8.392857142857142,Bajo,Bajo,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,14021.878418642922
2,104.0,saab,gas,std,4.0,sedan,fwd,front,99.1,186.6,66.5,56.1,2758,ohc,4,121,mpfi,3.54,3.07,9.3,110,5250.0,21,28,15510.0,0.8966842864007688,0.9236111111111112,0.9381270903010034,0.17655292886238513,11.19047619047619,8.392857142857142,Bajo,Bajo,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,14190.01812821018
